Reactant ID,Reactant SMILES,Product ID,Product SMILES,Catalyst ID,Catalyst Designation,Standard Catalyst Mixture,Mixture Change Note,Solvent 1 ID,Solvent 1 SMILES,Solvent 2 ID,Solvent 2 SMILES,Sol1_Sol2_Ratio,Oxidant ID,Oxidant SMILES,Oxidant Solution ID,Oxidant Solution SMILES,Ox/Ox_Sol,Additive ID,Additive SMILES,Temperature ©,Time,Yield (%),ee (%),er,ddG er (kcal/mol),Multiple Stereocenters,de (%),dr,ddG dr (kcal/mol),Olefin Type,DOI,Additional Notes
react_392,CCCC/C=C/CC(=O)OC,prod_754,CCCC[C@H](O)[C@@H](O)CC(=O)OC,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,Not Reported,93,27.57142857,1.800220891,Yes,,,,Trans,10.1002/ejoc.200500961,lactone forms
react_597,C=CCCOc1ccc(OC)cc1,prod_755,COc1ccc(OCC[C@H](O)CO)cc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,95,93,27.57142857,1.800220891,No,,,,Mono,10.1016/S0968-0896(99)00262-X,
react_598,C=CC/C=C(/C)O[Si](C)(C)C,prod_756,C=CC[C@H](O)[C@](C)(O)O[Si](C)(C)C,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,2,87,90,19,1.598128455,Yes,,,,Tri,10.1016/S0040-4039(99)01659-7,multiple alkenes
react_599,CCCC/C=C/CC#CC(=O)OC,prod_757,CCCC[C@H](O)[C@@H](O)CC#CC(=O)OC,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,4,90,19,1.598128455,Yes,,,,Trans,10.1016/S0957-4166(97)00472-2,
react_599,CCCC/C=C/CC#CC(=O)OC,prod_758,CCCC[C@@H](O)[C@H](O)CC#CC(=O)OC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,Not Reported,95,39,1.988440635,Yes,,,,Trans,10.1016/S0957-4166(97)00472-2,
react_600,CCCCCCCCCC/C=C/CO[Si](C)(C)C(C)(C)C,prod_759,CCCCCCCCCC[C@H](O)[C@@H](O)CO[Si](C)(C)C(C)(C)C,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,92,90,19,1.598128455,Yes,,,,Trans,10.1016/S0040-4039(00)73251-5,conditions assumed
react_601,C=C/C=C\c1csc(Br)n1,prod_760,OC[C@@H](O)/C=C\c1csc(Br)n1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,18,89,32,1.941176471,0.360010641,No,,,,Mono,10.1016/S0040-4039(00)00595-5,multiple alkenes
react_602,C/C=C/C=C/C(C)(C)O,prod_761,C[C@@H](O)[C@H](O)/C=C/C(C)(C)O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,74,93,27.57142857,1.800220891,Yes,,,,Trans,10.1016/S0040-4039(00)61396-5,multiple alkenes
react_512,C/C=C/C=C/C(=O)OCC,prod_762,CCOC(=O)/C=C/[C@H](O)[C@H](C)O,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,20,91,80,9,1.19256916,Yes,,,,Trans,10.1021/ja9939439,multiple alkenes
react_603,CC(C)=CC=C(C)C,prod_763,CC(C)=C[C@@H](O)C(C)(C)O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,94,93,27.57142857,1.800220891,No,,,,Tri,10.1021/ja00045a043,multiple alkenes
react_604,C=C/C=C/CCCC(=O)OCC,prod_764,C=C[C@H](O)[C@@H](O)CCCC(=O)OCC,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,50,94,32.33333333,1.886692938,Yes,,,,Trans,10.1021/jo981753v,multiple alkenes
react_605,C/C=C/C=C/C=C/C(=O)OCC,prod_765,CCOC(=O)/C=C/C=C/[C@@H](O)[C@@H](C)O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,93,95,39,1.988440635,Yes,,,,Trans,10.1021/ja00045a043,multiple alkenes
react_606,CCCCC/C=C/C=C/C=O,prod_766,CCCCC[C@@H](O)[C@H](O)/C=C/C=O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,50,94,32.33333333,1.886692938,Yes,,,,Trans,10.1016/0040-4020(94)01021-Q,multiple alkenes
react_607,C=C/C=C/C=C\CCCCC,prod_767,CCCCC/C=C\C=C\[C@@H](O)CO,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,48,84,11.5,1.325612221,Yes,,,,Mono,10.1016/0040-4020(94)01021-Q,multiple alkenes
react_608,CCCCC/C=C/C=C/C(=O)OCC,prod_768,CCCCC[C@@H](O)[C@H](O)/C=C/C(=O)OCC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,Not Reported,24,88,98,99,,Yes,,,,Trans,10.1016/S0957-4166(97)00125-0,multiple alkenes
react_608,CCCCC/C=C/C=C/C(=O)OCC,prod_769,CCCCC[C@H](O)[C@@H](O)/C=C/C(=O)OCC,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,Not Reported,24,88,96,49,,Yes,,,,Trans,10.1016/S0957-4166(97)00125-0,multiple alkenes
react_609,CCCCC/C=C/C=C/C(OC)OC,prod_770,CCCCC[C@@H](O)[C@H](O)/C=C/C(OC)OC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,Not Reported,24,52,90,19,,Yes,,,,Trans,10.1016/S0957-4166(97)00125-0,"multiple alkenes, product deprotected"
react_610,O=C1C=C/C(=C/C=C/c2ccccc2)O1,prod_771,O=C1C=C/C(=C/[C@@H](O)[C@H](O)c2ccccc2)O1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,4,81,99,199,2.873002675,Yes,,,,Trans,10.1002/(SICI)1521-3765(199801)4:1<33::AID-CHEM33>3.0.CO;2-8,multiple alkenes
react_611,O=C1C=C/C(=C\C=C\c2ccccc2)O1,prod_772,O=C1C=C/C(=C\[C@@H](O)[C@H](O)c2ccccc2)O1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,4,85,99,199,2.873002675,Yes,,,,Trans,10.1002/(SICI)1521-3765(199801)4:1<33::AID-CHEM33>3.0.CO;2-8,multiple alkenes
react_612,CCOC(=C/C=C/c1ccccc1)OCC,prod_773,CCOC(O)(OCC)[C@H](O)/C=C/c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,52,94,32.33333333,1.886692938,No,,,,Tri,10.1016/0957-4166(95)00371-1,"multiple alkenes, acetal collapses"
react_612,CCOC(=C/C=C/c1ccccc1)OCC,prod_774,CCOC(O)(OCC)[C@@H](O)/C=C/c1ccccc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,73,96,49,2.11233067,No,,,,Tri,10.1016/0957-4166(95)00371-1,multiple alkenes
react_613,C=C(C)C#Cc1c(C)c(C)c(C)c(C)c1C,prod_775,Cc1c(C)c(C)c(C#C[C@](C)(O)CO)c(C)c1C,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,4,18,93,85,12.33333333,1.383551325,No,,,,Gem,10.1016/0009-3084(92)90107-Z,
react_614,CCOC(=O)/C=C/C=C/COCc1ccc(OC)cc1,prod_776,CCOC(=O)/C=C/[C@H](O)[C@@H](O)COCc1ccc(OC)cc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,62,97,65.66666667,2.271235608,Yes,,,,Trans,10.1016/S0040-4039(97)00885-X,multiple alkenes
react_615,CCC/C=C/C=C\CCCCCCCOC(C)=O,prod_777,CCC[C@@H](O)[C@H](O)/C=C\CCCCCCCOC(C)=O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,82,93,27.57142857,1.800220891,Yes,,,,Trans,10.1016/0040-4020(94)01021-Q,multiple alkenes
react_616,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,prod_778,CCOC(=O)[C@@H](O)[C@](C)(O)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,42,82,10.11111111,1.25575223,Yes,,,,Tri,10.1016/0040-4020(94)01021-Q,multiple alkenes
react_616,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,prod_779,CCOC(=O)[C@H](O)[C@@](C)(O)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,28,82,10.11111111,1.25575223,Yes,,,,Tri,10.1016/0040-4020(94)01021-Q,multiple alkenes
react_617,C=CCCCC=C,prod_780,C=CCCC[C@@H](O)CO,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,Not Reported,84,11.5,1.325612221,No,,,,Mono,10.1021/jo971995f,multiple alkenes
react_617,C=CCCCC=C,prod_781,C=CCCC[C@H](O)CO,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,24,Not Reported,83,10.76470588,1.289749667,No,,,,Mono,10.1021/jo971995f,multiple alkenes
react_618,C=CCCC=C(C)C,prod_782,C=CCC[C@@H](O)C(C)(C)O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,73,98,99,2.494054671,No,,,,Tri,10.1021/ja00045a043,multiple alkenes
react_619,C=C(C)CCC=C(C)C,prod_783,C=C(C)CC[C@@H](O)C(C)(C)O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,70,98,99,2.494054671,No,,,,Tri,10.1021/ja00045a043,multiple alkenes
react_84,C=CCCCC=C(C)C,prod_784,C=CCCC[C@H](O)C(C)(C)O,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,69,94.5,35.36363636,1.935316445,No,,,,Tri,10.1021/jo00067a002,"multiple alkenes, ee reported as range (94-95)"
react_620,CC(C)=CCC/C(C)=C/CO,prod_785,C/C(=C\CO)CC[C@@H](O)C(C)(C)O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,12,89,94,32.33333333,1.886692938,No,,,,Tri,10.1016/S0040-4039(00)77153-X,multiple alkenes
react_621,C=CC/C=C/CCC(=O)OCC,prod_786,C=CC[C@H](O)[C@@H](O)CCC(=O)OCC,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,Not Reported,Not Reported,59,92,24,,Yes,,,,Trans,10.1021/jo9700686,"multiple alkenes, lactone forms"
react_621,C=CC/C=C/CCC(=O)OCC,prod_787,C=CC[C@@H](O)[C@H](O)CCC(=O)OCC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,Not Reported,Not Reported,64,96,49,,Yes,,,,Trans,10.1021/jo9700686,"multiple alkenes, lactone forms"
react_622,CC1=CCC(C(C)C)=CC1,prod_788,CC(C)C1=CC[C@](C)(O)[C@H](O)C1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,84,96,49,2.11233067,Yes,,,,Tri,10.1016/0040-4020(94)01021-Q,multiple alkenes
react_623,CC(=O)OC/C=C(/C)CCC=C(C)C,prod_789,CC(=O)OC/C=C(/C)CC[C@H](O)C(C)(C)O,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,92,98,99,2.494054671,No,,,,Tri,10.1016/0040-4039(93)85077-A,multiple alkenes
react_623,CC(=O)OC/C=C(/C)CCC=C(C)C,prod_790,CC(=O)OC/C=C(/C)CC[C@@H](O)C(C)(C)O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,94,97,65.66666667,2.271235608,No,,,,Tri,10.1016/0040-4039(93)85077-A,multiple alkenes
react_575,CC(=O)OC/C=C(\C)CCC=C(C)C,prod_791,CC(=O)OC/C=C(\C)CC[C@H](O)C(C)(C)O,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,78,90,19,1.598128455,No,,,,Tri,10.1016/0040-4039(93)85077-A,multiple alkenes
react_624,CCOC(=O)/C=C/C1(/C=C/C(=O)OCC)OCCO1,prod_792,CCOC(=O)/C=C/C1([C@@H](O)[C@H](O)C(=O)OCC)OCCO1,cat_1,beta,No,new metal: OsO4,sol1_0,CC(C)(C)O,sol2_0,O,9,ox_2,C[N+]1([O-])CCOCC1,,,,,,20,5,82,78,8.090909091,1.217861989,Yes,,,,Trans,10.1021/ja00021a034,multiple alkenes
react_625,C/C=C\CC/C=C(/CC)CCC=C(C)C,prod_793,C/C=C\CC/C=C(/CC)CC[C@@H](O)C(C)(C)O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,7.5,44,89,17.18181818,1.543533564,No,,,,Tri,10.1055/s-1996-5578,multiple alkenes
react_626,C=CCCCCCCCC/C=C/CCCO,prod_794,C=CCCCCCCCC[C@@H](O)[C@H](O)CCCO,cat_1,beta,No,new metal: OsO4,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,71,94,32.33333333,1.886692938,Yes,,,,Trans,10.1016/S0040-4039(99)01659-7,multiple alkenes
react_627,CC(C)=CCC/C(=C/CCOC(=O)C(C)(C)C)C[Si](C)(C)C,prod_795,CC(C)(C)C(=O)OCC/C=C(/CC[C@H](O)C(C)(C)O)C[Si](C)(C)C,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,Not Reported,66,92,24,1.724925629,No,,,,Tri,10.1021/jo971324h,multiple alkenes
react_628,CCOP(=O)(/C=C/CC(=O)c1ccc(OC)cc1)OCC,prod_796,CCOP(=O)(OCC)[C@H](O)[C@@H](O)CC(=O)c1ccc(OC)cc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,10,97,65.66666667,2.47911,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,rt
react_629,CCOP(=O)(/C=C/CO[Si](C)(C)C(C)(C)C)OCC,prod_797,CCOP(=O)(OCC)[C@@H](O)[C@H](O)CO[Si](C)(C)C(C)(C)C,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,65,38,2.225806452,0.47402089,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,
react_630,CCCCCCC/C=C/P(=O)(OCC)OCC,prod_798,CCCCCCC[C@H](O)[C@@H](O)P(=O)(OCC)OCC,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,46,84,11.5,1.446938619,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,"rt, assigned by mnemonic"
react_630,CCCCCCC/C=C/P(=O)(OCC)OCC,prod_799,CCCCCCC[C@@H](O)[C@H](O)P(=O)(OCC)OCC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,63,84,11.5,1.446938619,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,"rt, assigned by mnemonic"
react_631,CCOP(=O)(/C=C/c1ccccc1)OCC,prod_800,CCOP(=O)(OCC)[C@@H](O)[C@H](O)c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,45,92,24,1.882799108,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,rt
react_631,CCOP(=O)(/C=C/c1ccccc1)OCC,prod_801,CCOP(=O)(OCC)[C@H](O)[C@@H](O)c1ccccc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,42,91,21.22222222,1.809926313,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,rt
react_632,CCOP(=O)(/C=C/c1ccc(OC)cc1)OCC,prod_802,CCOP(=O)(OCC)[C@H](O)[C@@H](O)c1ccc(OC)cc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,71,95,39,2.170432273,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,rt
react_632,CCOP(=O)(/C=C/c1ccc(OC)cc1)OCC,prod_803,CCOP(=O)(OCC)[C@@H](O)[C@H](O)c1ccc(OC)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,69,98,99,2.722322533,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,rt
react_633,CCOP(=O)(/C=C/c1cccc(OC)c1)OCC,prod_804,CCOP(=O)(OCC)[C@H](O)[C@@H](O)c1cccc(OC)c1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,67,96,49,2.305661319,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,rt
react_634,CCOP(=O)(/C=C/c1ccc(Cl)cc1)OCC,prod_805,CCOP(=O)(OCC)[C@H](O)[C@@H](O)c1ccc(Cl)cc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,65,98,99,2.722322533,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,rt
react_635,CCOP(=O)(/C=C/c1cccc2ccccc12)OCC,prod_806,CCOP(=O)(OCC)[C@H](O)[C@@H](O)c1cccc2ccccc12,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,80,93,27.57142857,1.964985753,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,rt
react_636,CCOP(=O)(/C=C/c1ccco1)OCC,prod_807,CCOP(=O)(OCC)[C@H](O)[C@@H](O)c1ccco1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,17,88,15.66666667,1.630113431,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,rt
react_637,COP(=O)(/C=C/c1ccccc1)OC,prod_808,COP(=O)(OC)[C@@H](O)[C@H](O)c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,25,Not Reported,52,97,65.66666667,2.47911,Yes,,,,Trans,10.1016/S0040-4020(97)10341-6,
